사용자질문,추천결과,정답Intent,추천방법,추천근거,정답여부,
반려묘 데리고 비행기 타도 괜찮을까,138,138,cnn,{},TRUE,
반려견 데리고 탑승이 가능해?,155,138,none,{},FALSE,
반려동물 항공기에 반입 가능해요?,286,138,none,{},FALSE,
애완동물 동반하고서 나갈 수 있어?,138,138,cnn,{},TRUE,
반려묘와 함께 출국하려는데,138,138,cnn,{},TRUE,
반려동물이랑 같이 비행기 탈 수 있어?,138,138,cnn,{},TRUE,
반려동물 탑승하려면 뭐가 필요해?,286,138,none,{},FALSE,
이동은 어떻게 해? 반려동물 동반한 탑승객이라면,138,138,cnn,{},TRUE,
애완동물과 함께 가려면 무슨 서류가 필요해?,138,138,cnn,{},TRUE,
동물 동반할 때 세관신고서 어떻게 작성해?,138,138,cnn,{},TRUE,
애완동물 동반해서 출국은 불가능한가요?,138,138,cnn,{},TRUE,
고양이 동반해서 출국하려면?,138,138,cnn,{},TRUE,
애완동물이랑은 함께 출국 못해?,138,138,cnn,{},TRUE,
강아지 동반 출국 어떻게 허용되는 건데?,138,138,cnn,{},TRUE,
강아지 동반해서 출국할 예정이야,138,138,cnn,{},TRUE,
출국 때 강아지 동반할 수 있어?,138,138,cnn,{},TRUE,
반려견이랑 함께 비행기 타려면?,138,138,cnn,{},TRUE,
반려묘 데리고 비행기 타려고,138,138,cnn,{},TRUE,
강아지랑 같이 출국하려는데,138,138,cnn,{},TRUE,
출국하는 순서가 궁금하네,139,139,cnn,{},TRUE,
출국 비행기 타기 전까지 순서 궁금해,139,139,cnn,{},TRUE,
입국장으로 이동 하는 경로 알려줄래,139,139,cnn,{},TRUE,
입국할때 어떤과정으로 들어와?,139,139,cnn,{},TRUE,
입국하려면 어디로가야함?,243,139,none,{},FALSE,
입국시 어디로 와야하는지 레알 몰라,139,139,cnn,{},TRUE,
입국경로순서 레알 궁금,139,139,cnn,{},TRUE,
입국시에 들어오는 경로 어케됨,139,139,cnn,{},TRUE,
공항입국순서 알켜줘요,139,139,cnn,{},TRUE,
어떤식으로 입국 진행되냐,139,139,cnn,{},TRUE,
어떤 순으로 탑승동에서 입국해야되는거야,139,139,cnn,{},TRUE,
입국 경로에대해 알고싶은데요,139,139,cnn,{},TRUE,
입국해서 어디로 가야하는지 몰라,243,139,none,{},FALSE,
입국장에서 나가는 절차알려줘,243,139,none,{},FALSE,
한국입국해서 입국장까지 이동경로알려줘요,139,139,cnn,{},TRUE,
공항 입국 순서 어케돼?,139,139,cnn,{},TRUE,
여행자 입국 방법 알려줘,139,139,cnn,{},TRUE,
도착해서 어디로 나와?,243,139,none,{},FALSE,
입국장으로 오는 길 안내해줄래요,243,139,none,{},FALSE,
입국해서 검역이후에 뭐해야되는지 알려줘,151,139,none,{},FALSE,
입국경로에서 입국심사는 언제쯤하는거야?,139,139,cnn,{},TRUE,
비행기에서 내리고 나서 경로 알려줘,139,139,cnn,{},TRUE,
출국할때 절차 가르쳐줘,139,139,cnn,{},TRUE,
입국경로 알려줘,139,139,cnn,{},TRUE,
입국 어떻게 해,139,139,cnn,{},TRUE,
출국 순서 있어요? 티원,139,139,cnn,{},TRUE,
출입국 루트 알려줘,207,139,none,{},FALSE,
여행자?검역?예방접종?진행하는?곳?위치?어디야?,140,140,cnn,{},TRUE,
여행?전?예방접종?실시하는?데?어디로 가면 좋을까요?,137,140,none,{},FALSE,
여행가기 전에?예방접종?받을?수 있는?곳?안내해줘,51,140,none,{},FALSE,
예방접종?증명서?받아가는?곳?어디로 가야?있어?,140,140,cnn,{},TRUE,
예방접종?받았다는?증명서?어디로 가서?받는?건데?,140,140,cnn,{},TRUE,
여행자?예방접종?증명서?어디로 가야?받을?수?있어?,140,140,cnn,{},TRUE,
예방접종?어디서 맞아?,140,140,cnn,{},TRUE,
공항 내?예방접종?맞을 수 있는?곳?있어?,51,140,none,{},FALSE,
어디가서?예방접종?증명서?받아가?,140,140,cnn,{},TRUE,
제2터미널에서?예방 주사?맞을수?있어?,149,140,none,{},FALSE,
티원에 여행자?예방 접종?장소?어디,140,140,cnn,{},TRUE,
여행전에 예방차원으로?주사?맞고싶은데?위치?어디야,108,140,none,{},FALSE,
여객접종증명?떼는곳?알려줘,149,140,none,{},FALSE,
여행자검역?확인서?받으러?어디로 가?,140,140,cnn,{},TRUE,
여행자검진증명서?교부받는?곳?어딘지 알아?,140,140,cnn,{},TRUE,
나 미리?주사?맞으려는데?어디서 맞아?,51,140,none,{},FALSE,
어디서 여행자?검역?증명서?교부해?,140,140,cnn,{},TRUE,
여행자검역?증명서는?어디서 떼나요,140,140,cnn,{},TRUE,
주사?미리?맞으려는데?접종장소?위치?좀,140,140,cnn,{},TRUE,
접종주사?놔주는?곳?알려줄래요,149,140,none,{},FALSE,
여객예비접종?어디서 해주니,140,140,cnn,{},TRUE,
여행자검역?증명서?어디서?주냐고,140,140,cnn,{},TRUE,
어디가서?받아??접종증명서,140,140,cnn,{},TRUE,
여객예방접종받은거?어디가서?증명서?떼니?,140,140,cnn,{},TRUE,
주사?ㅇㄷ가서 맞음?,51,140,none,{},FALSE,
주사?증명서?어디서?배부?,149,140,none,{},FALSE,
검역?증명서?교부장소?어디야?,140,140,cnn,{},TRUE,
제1 여객터미널?검역?증명서?교부장소?어디야?,140,140,cnn,{},TRUE,
제2 여객터미널?검역?증명서?교부장소는?,140,140,cnn,{},TRUE,
검역증명서 어디서 나눠줘요? 티원,140,140,cnn,{},TRUE,
티투에서 검역증 받아가려면 어디로 가야돼?,140,140,cnn,{},TRUE,
사업을 실제로 하지는 않고 사업자등록증만 있는데도 가입에 문제가 되나요?,141,141,cnn,{},TRUE,
사업자로 등록만 된 상태여도 실제 사업여부와 상관없이 가입이 불가한가요?,141,141,cnn,{},TRUE,
사업자로 등록되어있으면 가입이 안된다는게 맞아요?,141,141,cnn,{},TRUE,
사업자 등록 상태랑 공제 가입 여부가 관계가 있나요,141,141,cnn,{},TRUE,
공제 가입시 사업자등록여부도 보나요?,141,141,cnn,{},TRUE,
공제 신청할 때 사업자 상태를 확인하나요,168,141,none,{},FALSE,
면세점,142,142,cnn,{},TRUE,
면세점 어딨어 티원,142,142,cnn,{},TRUE,
면세점 티투,142,142,cnn,{},TRUE,
T2?SM면세점에 입점한?브랜드는?어디야?,142,142,cnn,{},TRUE,
티원?신라면세점에?랑콤?입점했어?,142,142,cnn,{},TRUE,
신라면세점?안에 어떤?브랜드?물품을 팔어?,142,142,cnn,{},TRUE,
엔타스 면세점?안에서 어떤?브랜드?제품?살 수?있어?,142,142,cnn,{},TRUE,
신세계 면세점?안에 어떤?브랜드가?위치했는지?알 수?있을까?,142,142,cnn,{},TRUE,
SM?면세점?안에서 어떤 회사?상품?구입할 수 있는지?궁금해,142,142,cnn,{},TRUE,
인천공항?면세점에서?이용가능한?브랜드?알고?싶어,142,142,cnn,{},TRUE,
T1?롯대 면세점?입점매장?알려줘,142,142,cnn,{},TRUE,
T1?면세점에 입점한?브랜드?알려줘,142,142,cnn,{},TRUE,
1터미널?면세점에?닥터자르트?상품도 판매해?,142,142,cnn,{},TRUE,
공항에 입점한?면세?브랜드?알려줘,142,142,cnn,{},TRUE,
에스엠면세점에?들어선?브랜드?알려줘,142,142,cnn,{},TRUE,
탑승동?면세점에서 판매되는?브랜드는?,142,142,cnn,{},TRUE,
면세점에?쿠쿠?파나?,142,142,cnn,{},TRUE,
면세점에?뭐있어,142,142,cnn,{},TRUE,
면세점에 입점한?브랜드?머 있음?,142,142,cnn,{},TRUE,
티투면세점에?어떤?브랜드?살수있는지?알수있는각?,142,142,cnn,{},TRUE,
면세점에?어떤?매장들이?있나요?,142,142,cnn,{},TRUE,
면세점?매장정보?알려줘,142,142,cnn,{},TRUE,
면세점에?매장은?뭐뭐?있어요?,142,142,cnn,{},TRUE,
면세?매장?정보?말해봐,142,142,cnn,{},TRUE,
신라면세점,142,142,cnn,{},TRUE,
신세계면세점,142,142,cnn,{},TRUE,
롯데면세점,142,142,cnn,{},TRUE,
엔타스면세점,142,142,cnn,{},TRUE,
sm면세점,142,142,cnn,{},TRUE,
청년재직자의 연봉은 얼마로 규정되어 있나요,143,143,cnn,{},TRUE,
청년재직자 공제 가입할때 연봉조건도 있는지 알고 싶어,143,143,cnn,{},TRUE,
급여 많으면 청년재직자 가입 안돼?,11,143,none,{},FALSE,
급여 높으면 청년재직자 가입 못해요?,143,143,cnn,{},TRUE,
청년재직자 가입이 불가한 연봉범위도 있어요?,143,143,cnn,{},TRUE,
법정지상권자의 지상권 소멸을 청구하는 소송 승소한 판례 보기,144,144,cnn,{},TRUE,
소액 지료청구소송 전자소송 방법,61,144,none,{},FALSE,
지료청구소송 소액일 경우 진행된 판례 내용 보기,61,144,none,{},FALSE,
소액사건일 경우 법정지상권자에 대한 토지청구의 소 내용,144,144,cnn,{},TRUE,
지료청구소송 진행 시 참고할만한 판례 내용,61,144,none,{},FALSE,
경매낙찰 후 법정지상권 관련 판례 내용,144,144,cnn,{},TRUE,
강제경매의 경우 법정지상권의 성립 여부 보기,144,144,cnn,{},TRUE,
법정지상권 경매 관련 참고 판례가 궁금해요,144,144,cnn,{},TRUE,
공유물분할소송에서 법정지상권 여부 관련 대법원판례,64,144,none,{},FALSE,
토지와 건물의 소유자가 다를 때 법정지상권 사례,144,144,cnn,{},TRUE,
법정지상권이 성립되는 건물 사용권리 관련 소송 판례,144,144,cnn,{},TRUE,
토지소송 중 법정지상권 양도 관련 판례 보기,144,144,cnn,{},TRUE,
법정지상권 양도에 대한 최신 대법원 판결 보기,144,144,cnn,{},TRUE,
지상권 관련 토지소송 진행 절차 안내,144,144,cnn,{},TRUE,
법정지상권자의 토지소송 관련 자료 보기,144,144,cnn,{},TRUE,
지상권관련 토지소송에 필요한 서류 안내,144,144,cnn,{},TRUE,
최근 지상권관련 토지소송 상세 판례 내용 조회,144,144,cnn,{},TRUE,
지상권이 소멸한 때 지상권자의 의무 관련 판례,144,144,cnn,{},TRUE,
토지소유자의 지상물매수청구권 관련 판례,144,144,cnn,{},TRUE,
세관검서 어케받는지 알려줄각,145,145,cnn,{},TRUE,
세관 절차 설명필요한 부분임,145,145,cnn,{},TRUE,
세관검사란거 어떠케 받는거임 ,145,145,cnn,{},TRUE,
세관 받을때 순서 어케됨?,145,145,cnn,{},TRUE,
세관검사 시행단계 어캐됨?,145,145,cnn,{},TRUE,
어떤 단계로 이뤄지는건지 세관검사,145,145,cnn,{},TRUE,
세관절차 어케됨?,145,145,cnn,{},TRUE,
나 한번도 해본적없어서 몰라 세관절차,145,145,cnn,{},TRUE,
어떤순으로 세관 검색 받지?,145,145,cnn,{},TRUE,
세관 과정은 어떻게 되나요,145,145,cnn,{},TRUE,
세관검사?까다롭나요? ,145,145,cnn,{},TRUE,
세관 과정이 어떻게 되?,145,145,cnn,{},TRUE,
세관검사 받을때 순서 어떤거야?,145,145,cnn,{},TRUE,
세관절차 방법과순서 알려줘요,145,145,cnn,{},TRUE,
세관 검사 받을때 알아야할 절차,145,145,cnn,{},TRUE,
과정이 어떻게 되는지 알려줘요 세관검사,145,145,cnn,{},TRUE,
세관 절차 차례대로 알려주세요,145,145,cnn,{},TRUE,
검사 이뤄지는 과정알려줘 세관신고,145,145,cnn,{},TRUE,
어떻게 받는건지 알아? 세관검사,145,145,cnn,{},TRUE,
여행객 물품단속 어케 하는건지 알려줘,286,145,none,{},FALSE,
수출입 화물 단속 절차 궁금해요,172,145,none,{},FALSE,
세관 검색할때 행하는 순서 알려줘,145,145,cnn,{},TRUE,
수화물수취후에 세관검사 받나요?,145,145,cnn,{},TRUE,
사람 안 많아? 주차장에,146,146,cnn,{},TRUE,
얼마나 많이?차있는지 알려주세요 주차장에,110,146,none,{},FALSE,
parkinglot이 많이 붐비나여,26,146,none,{},FALSE,
현재 T1 주차장 상황은 어때?,129,146,none,{},FALSE,
단기 주차장 대기하는 사람 많니?,146,146,cnn,{},TRUE,
공항 주차장 사람 많이 몰려있어?,146,146,cnn,{},TRUE,
주차장에 사람들 많이 대기 중인지 궁금해,146,146,cnn,{},TRUE,
주차장 복잡도는 어때?,146,146,cnn,{},TRUE,
주차장 많이 혼잡한가요?,146,146,cnn,{},TRUE,
단기주차장 많이 꽉찼어?,146,146,cnn,{},TRUE,
몇대 정도 더 주차 가능하니 단기주차장에,146,146,cnn,{},TRUE,
장기주차장에 차 댈공간 있어요?,146,146,cnn,{},TRUE,
단기주차장에 차량 꽉찼나요?,146,146,cnn,{},TRUE,
장기 주차소에 가되 차델수 있어?,129,146,none,{},FALSE,
주차장 지금 이용해도 좋아?,146,146,cnn,{},TRUE,
주차장 지금 자리 충분해?,146,146,cnn,{},TRUE,
주차할건데 상황 어때?,57,146,none,{},FALSE,
주차장 빡세?,207,146,none,{},FALSE,
어떤 경우에 가등록번호를 쓰지?,147,147,cnn,{},TRUE,
가등록번호를 쓰는 상황은 언제야?,147,147,cnn,{},TRUE,
가등록번호 관련 정보,147,147,cnn,{},TRUE,
가등록번호 관련 내용,147,147,cnn,{},TRUE,
가등록번호를 별도 입력해야돼?,147,147,cnn,{},TRUE,
보상금증액청구소송에서 요건 불비로 인해 각하당한 판례,148,148,cnn,{},TRUE,
보상금증액청구소송의 이유가 없어 기각된 판례,148,148,cnn,{},TRUE,
손실의 범위에 대해 다툰 보상금증액청구소송 관련 판례,148,148,cnn,{},TRUE,
보상의 금액에 대해 논한 보상금증액청구소송 관련 판례,148,148,cnn,{},TRUE,
보상금증액청구소송의 보상원인에 대해 다툰 판례,148,148,cnn,{},TRUE,
감정평가사의 채용에 대해 서술한 보상금증액청구 관련 대법원 판례,148,148,cnn,{},TRUE,
감정평가가 위법한 경우 보상금증액청구소송 관련 대법원 입장은 어떤가요?,148,148,cnn,{},TRUE,
보상금증액청구소송의 재판관할에 대한 판례 알려주세요,148,148,cnn,{},TRUE,
보상금증액청구소송의 입증책임은 어디에 있는지 논한 판례 보여줘,148,148,cnn,{},TRUE,
보상금 증액을 위한 보상금증액청구소송?절차 관련 판례,148,148,cnn,{},TRUE,
보상금증액청구소송 청구와 함께 이의유보 신청 가능한가요?,148,148,cnn,{},TRUE,
보상금 수령 후 보상금증액청구소송 청구할 수 있나요?,148,148,cnn,{},TRUE,
수용재결서 전달받은 후 보상금증액청구소송 제소 가능 기간 관련 판례,148,148,cnn,{},TRUE,
보상금증액청구소송을 위해 이의재결절차의 필요성 여부 판례,148,148,cnn,{},TRUE,
보상금증액요인 관련 보상금증액청구소송 판례,148,148,cnn,{},TRUE,
이의재결절차를 거쳐야만 보상금증액청구소송이 가능한가요?,148,148,cnn,{},TRUE,
토지보상 보상액 결정?기준 관련?보상금증액청구소송 판례,31,148,none,{},FALSE,
토지보상증액소송이 가능한 경우에 대해 다룬 판례,31,148,none,{},FALSE,
원고 적격 여부 관련 보상금증액청구소송 판례,148,148,cnn,{},TRUE,
접종비용이랑 증명서 떼는거 얼마드는지 알려줘요,149,149,cnn,{},TRUE,
여행자검역증명서 떼는거 비싼가요?,149,149,cnn,{},TRUE,
예방접종증명서는 무료로 주는 건가요,149,149,cnn,{},TRUE,
검역확인서 받을때 얼마가져가야되는거야?,149,149,cnn,{},TRUE,
오만원은 안넘겠지? 예방접종,51,149,none,{},FALSE,
예방주사 맞는데 얼마에요?,149,149,cnn,{},TRUE,
콜레라 주사는 얼마인거죠?,149,149,cnn,{},TRUE,
예방주사 증명서 교부 수수료가 얼마에요?,149,149,cnn,{},TRUE,
예방주사 얼마에 오짐?,149,149,cnn,{},TRUE,
예방 주사 증명서 얼마?,149,149,cnn,{},TRUE,
예방주사 증명서 얼마 내고 ㅇㅈ?,149,149,cnn,{},TRUE,
예방접종 증명서 얼마 낼 각?,149,149,cnn,{},TRUE,
예방주사 한 방당 얼마인 각?,149,149,cnn,{},TRUE,
예방주사 맞으려 얼마 지불할 각?,149,149,cnn,{},TRUE,
주사 얼마야?,149,149,cnn,{},TRUE,
예방주사 맞았다는 증명서 얼마에 줌?,149,149,cnn,{},TRUE,
예방주사 항목당 얼마?,149,149,cnn,{},TRUE,
주사 맞는데 얼마임?,149,149,cnn,{},TRUE,
주사 증명서 수수료 얼마임?,149,149,cnn,{},TRUE,
주사 한 항목 맞는데 얼마야?,149,149,cnn,{},TRUE,
주사 증명서 한 통 받는데 얼마야?,149,149,cnn,{},TRUE,
주사 증명서 한 통당 수수료 얼마?,149,149,cnn,{},TRUE,
예방접종 비용이 어떻게 됨?,149,149,cnn,{},TRUE,
한국입국해서 면세 사려면?,150,150,cnn,{},TRUE,
입국면세점 이용방법 알려줘욤,150,150,cnn,{},TRUE,
입국할때 면세쇼핑 콜?,150,150,cnn,{},TRUE,
입국면세장에서는 얼마까지 면세야?,150,150,cnn,{},TRUE,
입국장에 면세점 들어왔어?,150,150,cnn,{},TRUE,
입국절차 마치고 면세품 살수있는지 ,150,150,cnn,{},TRUE,
듀티프리샵 볼수있을까?입국해서,150,150,cnn,{},TRUE,
입국장에 면세점 없다는거 레알임?,150,150,cnn,{},TRUE,
면세점 진짜 이용못해? 입국장에서,150,150,cnn,{},TRUE,
입국할때 면세 사려고했는데여,150,150,cnn,{},TRUE,
입국하면서 면세점 어디서 이용가능해?,150,150,cnn,{},TRUE,
입국할때 면세점 이용하려면 어케?,150,150,cnn,{},TRUE,
한국입국해서 면세 어디서 사?,150,150,cnn,{},TRUE,
입국장에 진짜 면세점 없어?,150,150,cnn,{},TRUE,
출국할때만 면세살수있는거 실화냐?,150,150,cnn,{},TRUE,
입국장에 듀티프리샵 없는거 맞아?,150,150,cnn,{},TRUE,
입국장 들어와서 듀티프리 가능?,150,150,cnn,{},TRUE,
비행기 내려서 면세점 어떻게 이용해?,150,150,cnn,{},TRUE,
면세상품 사려는데 입국한다음에 사도되지?,150,150,cnn,{},TRUE,
한국들어와서 면세 사는거 불가능해?,150,150,cnn,{},TRUE,
출국할때 면세점을 못들렸는데 입국해서 들릴수있을까?,150,150,cnn,{},TRUE,
귀국시 면세점 이용 방법,142,150,none,{},FALSE,
입국시 면세점 위치 안내해줘,150,150,cnn,{},TRUE,
일본 갔다와서 면세점 이용 가능?,142,150,none,{},FALSE,
외국 갔다와서 면세점 이용 방법,142,150,none,{},FALSE,
여행자 검역 어떻게 해,151,151,cnn,{},TRUE,
여행자 검역방법,151,151,cnn,{},TRUE,
검역은 어떻게 하나요?,151,151,cnn,{},TRUE,
검역에 대해 궁금해요 ,151,151,cnn,{},TRUE,
비행객 검역은 어떻게 해요?,151,151,cnn,{},TRUE,
여행자 검역 방법에 대해 가르쳐 줘,151,151,cnn,{},TRUE,
해산물?검역은?어떻게?진행되나요?,151,151,cnn,{},TRUE,
수산물?검역?진행?순서를?알려줘,151,151,cnn,{},TRUE,
수산물?검역?방법을?알려주세요,151,151,cnn,{},TRUE,
생선같은거는?어떻게?검역해요?,17,151,none,{},FALSE,
해산물?검역은?진행이?궁금해요,151,151,cnn,{},TRUE,
출입국할때 해산물?검역은?어떻게?이뤄지나요?,151,151,cnn,{},TRUE,
해산물?검사는?어떻게?하나요?,151,151,cnn,{},TRUE,
생선류 가지고 들어올때?검사?어떻게?해요,17,151,none,{},FALSE,
해산물 갖고 입국할때?검역?순서가?궁금해요,151,151,cnn,{},TRUE,
어패류?검사?어떻게?해?,145,151,none,{},FALSE,
갑각류 같은거는?검역?어떻게?해?,151,151,cnn,{},TRUE,
생선이나 조개 같은 수산식품?검역?순서는?어떻게?될까?,151,151,cnn,{},TRUE,
